id,label
TEST_00175,Red-Wattled Lapwing
TEST_00176,Common Tailorbird
TEST_00177,Ruddy Shelduck
TEST_00178,Brown-Headed Barbet
TEST_00179,Common Tailorbird
TEST_00180,Indian Grey Hornbill
TEST_00181,Common Tailorbird
TEST_00182,Indian Grey Hornbill
TEST_00183,Ruddy Shelduck
TEST_00184,Common Tailorbird
TEST_00185,Sarus Crane
TEST_00186,Ruddy Shelduck
TEST_00187,Common Tailorbird
TEST_00188,Common Tailorbird
TEST_00189,Common Myna
TEST_00190,Common Tailorbird
TEST_00191,Red-Wattled Lapwing
TEST_00192,Common Myna
TEST_00193,Common Rosefinch
TEST_00194,Common Tailorbird
TEST_00195,Indian Grey Hornbill
TEST_00196,Indian Roller
TEST_00197,Common Tailorbird
TEST_00198,Common Myna
TEST_00199,Hoopoe
TEST_00200,Ruddy Shelduck
TEST_00201,House Crow
TEST_00202,Ruddy Shelduck
TEST_00203,Hoopoe
TEST_00204,Common Tailorbird
TEST_00205,White-Breasted Waterhen
TEST_00206,House Crow
TEST_00207,Brown-Headed Barbet
TEST_00208,Ruddy Shelduck
TEST_00209,Brown-Headed Barbet
TEST_00210,Common Rosefinch
TEST_00211,Red-Wattled Lapwing
TEST_00212,Common Tailorbird
TEST_00213,Hoopoe
TEST_00214,Ruddy Shelduck
TEST_00215,Common Tailorbird
TEST_00216,Ruddy Shelduck
TEST_00217,Common Tailorbird
TEST_00218,Common Myna
TEST_00219,Indian Peacock
TEST_00220,Common Kingfisher
TEST_00221,Common Tailorbird
TEST_00222,Common Rosefinch
TEST_00223,Indian Roller
TEST_00224,Common Tailorbird
TEST_00225,Brown-Headed Barbet
TEST_00226,Brown-Headed Barbet
TEST_00227,Common Tailorbird
TEST_00228,Common Tailorbird
TEST_00229,Common Rosefinch
TEST_00230,Indian Grey Hornbill
TEST_00231,Common Tailorbird
TEST_00232,Common Tailorbird
TEST_00233,Ruddy Shelduck
TEST_00234,Indian Peacock
TEST_00235,Red-Wattled Lapwing
TEST_00236,Common Tailorbird
TEST_00237,House Crow
TEST_00238,Common Rosefinch
TEST_00239,Common Myna
TEST_00240,Cattle Egret
TEST_00241,Red-Wattled Lapwing
TEST_00242,Forest Wagtail
TEST_00243,Common Kingfisher
TEST_00244,Common Tailorbird
TEST_00245,Sarus Crane
TEST_00246,Ruddy Shelduck
TEST_00247,Common Tailorbird
TEST_00248,Common Kingfisher
TEST_00249,Common Tailorbird
TEST_00250,Common Tailorbird
TEST_00251,Common Rosefinch
TEST_00252,Indian Grey Hornbill
TEST_00253,Ruddy Shelduck
TEST_00254,Common Tailorbird
TEST_00255,Indian Grey Hornbill
TEST_00256,Cattle Egret
TEST_00257,Gray Wagtail
TEST_00258,Common Tailorbird
TEST_00259,Ruddy Shelduck
TEST_00260,Ruddy Shelduck
TEST_00261,Common Tailorbird
TEST_00262,Common Tailorbird
TEST_00263,Common Kingfisher
TEST_00264,Common Rosefinch
TEST_00265,White-Breasted Waterhen
TEST_00266,Hoopoe
TEST_00267,Jungle Babbler
TEST_00268,Common Tailorbird
TEST_00269,Cattle Egret
TEST_00270,White-Breasted Waterhen
TEST_00271,Ruddy Shelduck
TEST_00272,Common Rosefinch
TEST_00273,Hoopoe
TEST_00274,Ruddy Shelduck
TEST_00275,Common Kingfisher
TEST_00276,Ruddy Shelduck
TEST_00277,Asian Green Bee-Eater
TEST_00278,Ruddy Shelduck
TEST_00279,Common Tailorbird
TEST_00280,Red-Wattled Lapwing
TEST_00281,Common Rosefinch
TEST_00282,Brown-Headed Barbet
TEST_00283,Common Tailorbird
TEST_00284,Indian Peacock
TEST_00285,Common Tailorbird
TEST_00286,Sarus Crane
TEST_00287,Ruddy Shelduck
TEST_00288,Jungle Babbler
TEST_00289,Ruddy Shelduck
TEST_00290,Common Tailorbird
TEST_00291,Ruddy Shelduck
TEST_00292,Common Tailorbird
TEST_00293,Ruddy Shelduck
TEST_00294,Indian Grey Hornbill
TEST_00295,White-Breasted Kingfisher
TEST_00296,Common Tailorbird
TEST_00297,Brown-Headed Barbet
TEST_00298,House Crow
TEST_00299,Common Tailorbird
TEST_00300,Coppersmith Barbet
TEST_00301,Sarus Crane
TEST_00302,Common Tailorbird
TEST_00303,White-Breasted Kingfisher
TEST_00304,Indian Peacock
TEST_00305,Cattle Egret
TEST_00306,Jungle Babbler
TEST_00307,Jungle Babbler
TEST_00308,Red-Wattled Lapwing
TEST_00309,Indian Grey Hornbill
TEST_00310,Cattle Egret
TEST_00311,Ruddy Shelduck
TEST_00312,White-Breasted Kingfisher
TEST_00313,Cattle Egret
TEST_00314,Indian Roller
TEST_00315,Common Tailorbird
TEST_00316,Common Tailorbird
TEST_00317,Ruddy Shelduck
TEST_00318,Forest Wagtail
TEST_00319,Common Tailorbird
TEST_00320,Indian Grey Hornbill
TEST_00321,Ruddy Shelduck
TEST_00322,Cattle Egret
TEST_00323,Jungle Babbler
TEST_00324,Common Tailorbird
TEST_00325,Ruddy Shelduck
TEST_00326,Cattle Egret
TEST_00327,White-Breasted Waterhen
TEST_00328,Common Kingfisher
TEST_00329,Brown-Headed Barbet
TEST_00330,House Crow
TEST_00331,Common Tailorbird
TEST_00332,Ruddy Shelduck
TEST_00333,Hoopoe
TEST_00334,Indian Peacock
TEST_00335,Indian Grey Hornbill
TEST_00336,Common Tailorbird
TEST_00337,Ruddy Shelduck
TEST_00338,Common Tailorbird
TEST_00339,Common Rosefinch
TEST_00340,House Crow
TEST_00341,White-Breasted Waterhen
TEST_00342,Forest Wagtail
TEST_00343,Sarus Crane
TEST_00344,Common Tailorbird
TEST_00345,Ruddy Shelduck
TEST_00346,Ruddy Shelduck
TEST_00347,Ruddy Shelduck
TEST_00348,Ruddy Shelduck
TEST_00349,Indian Peacock
TEST_00350,Indian Roller
TEST_00351,Brown-Headed Barbet
TEST_00352,Hoopoe
TEST_00353,Cattle Egret
TEST_00354,Common Tailorbird
TEST_00355,Hoopoe
TEST_00356,Common Rosefinch
TEST_00357,Cattle Egret
TEST_00358,Cattle Egret
TEST_00359,Indian Peacock
TEST_00360,Common Tailorbird
TEST_00361,Rufous Treepie
TEST_00362,Common Rosefinch
TEST_00363,Forest Wagtail
TEST_00364,Cattle Egret
TEST_00365,Common Rosefinch
TEST_00366,Ruddy Shelduck
TEST_00367,Brown-Headed Barbet
TEST_00368,Ruddy Shelduck
TEST_00369,Common Kingfisher
TEST_00370,Common Tailorbird
TEST_00371,Common Kingfisher
TEST_00372,Common Tailorbird
TEST_00373,Ruddy Shelduck
TEST_00374,House Crow
TEST_00375,Common Rosefinch
TEST_00376,Common Rosefinch
TEST_00377,Common Myna
TEST_00378,Jungle Babbler
TEST_00379,Common Tailorbird
TEST_00380,Ruddy Shelduck
TEST_00381,Common Rosefinch
TEST_00382,Sarus Crane
TEST_00383,Common Kingfisher
TEST_00384,Cattle Egret
TEST_00385,Common Tailorbird
TEST_00386,Jungle Babbler
TEST_00387,Forest Wagtail
TEST_00388,Ruddy Shelduck
TEST_00389,Ruddy Shelduck
TEST_00390,Cattle Egret
TEST_00391,White-Breasted Waterhen
TEST_00392,Brown-Headed Barbet
TEST_00393,Cattle Egret
TEST_00394,Ruddy Shelduck
TEST_00395,Common Tailorbird
TEST_00396,Sarus Crane
TEST_00397,Common Kingfisher
TEST_00398,Brown-Headed Barbet
TEST_00399,Ruddy Shelduck
TEST_00400,Common Tailorbird
TEST_00401,Brown-Headed Barbet
TEST_00402,White-Breasted Kingfisher
TEST_00403,Cattle Egret
TEST_00404,Hoopoe
TEST_00405,Common Tailorbird
TEST_00406,White-Breasted Waterhen
TEST_00407,Ruddy Shelduck
TEST_00408,Ruddy Shelduck
TEST_00409,Ruddy Shelduck
TEST_00410,White-Breasted Kingfisher
TEST_00411,Forest Wagtail
TEST_00412,White-Breasted Kingfisher
TEST_00413,Common Tailorbird
TEST_00414,Common Tailorbird
TEST_00415,Common Tailorbird
TEST_00416,Brown-Headed Barbet
TEST_00417,Ruddy Shelduck
TEST_00418,Sarus Crane
TEST_00419,Ruddy Shelduck
TEST_00420,Common Rosefinch
TEST_00421,Ruddy Shelduck
TEST_00422,Sarus Crane
TEST_00423,Common Tailorbird
TEST_00424,Common Rosefinch
TEST_00425,Ruddy Shelduck
TEST_00426,Common Tailorbird
TEST_00427,Ruddy Shelduck
TEST_00428,House Crow
TEST_00429,Common Rosefinch
TEST_00430,Common Tailorbird
TEST_00431,Ruddy Shelduck
TEST_00432,Ruddy Shelduck
TEST_00433,Brown-Headed Barbet
TEST_00434,Common Tailorbird
TEST_00435,Ruddy Shelduck
TEST_00436,Coppersmith Barbet
TEST_00437,Common Tailorbird
TEST_00438,Common Rosefinch
TEST_00439,Common Rosefinch
TEST_00440,Common Rosefinch
TEST_00441,Common Kingfisher
TEST_00442,Cattle Egret
TEST_00443,Common Tailorbird
TEST_00444,Common Tailorbird
TEST_00445,Indian Peacock
TEST_00446,Ruddy Shelduck
TEST_00447,White-Breasted Waterhen
TEST_00448,Cattle Egret
TEST_00449,Ruddy Shelduck
TEST_00450,Common Tailorbird
TEST_00451,Common Rosefinch
TEST_00452,Indian Grey Hornbill
TEST_00453,Ruddy Shelduck
TEST_00454,Ruddy Shelduck
TEST_00455,Common Kingfisher
TEST_00456,Sarus Crane
TEST_00457,Ruddy Shelduck
TEST_00458,Common Rosefinch
TEST_00459,Red-Wattled Lapwing
TEST_00460,Cattle Egret
TEST_00461,Coppersmith Barbet
TEST_00462,Ruddy Shelduck
TEST_00463,Common Tailorbird
TEST_00464,Common Myna
TEST_00465,Common Rosefinch
TEST_00466,Indian Peacock
TEST_00467,Common Tailorbird
TEST_00468,Common Tailorbird
TEST_00469,Ruddy Shelduck
TEST_00470,Cattle Egret
TEST_00471,Common Tailorbird
TEST_00472,Brown-Headed Barbet
TEST_00473,Indian Peacock
TEST_00474,Common Tailorbird
TEST_00475,White-Breasted Kingfisher
TEST_00476,Ruddy Shelduck
TEST_00477,Indian Grey Hornbill
TEST_00478,Common Tailorbird
TEST_00479,Indian Grey Hornbill
TEST_00480,Ruddy Shelduck
TEST_00481,Ruddy Shelduck
TEST_00482,Ruddy Shelduck
TEST_00483,Common Kingfisher
TEST_00484,Sarus Crane
TEST_00485,Common Rosefinch
TEST_00486,Cattle Egret
TEST_00487,Red-Wattled Lapwing
TEST_00488,Indian Grey Hornbill
TEST_00489,Cattle Egret
TEST_00490,Common Tailorbird
TEST_00491,Common Rosefinch
TEST_00492,Brown-Headed Barbet
TEST_00493,Common Tailorbird
TEST_00494,Brown-Headed Barbet
TEST_00495,Common Tailorbird
TEST_00496,Indian Grey Hornbill
TEST_00497,Cattle Egret
TEST_00498,Common Tailorbird
TEST_00499,Common Tailorbird
TEST_00500,Common Myna
TEST_00501,Jungle Babbler
TEST_00502,White-Breasted Waterhen
TEST_00503,Hoopoe
TEST_00504,Ruddy Shelduck
TEST_00505,Forest Wagtail
TEST_00506,Coppersmith Barbet
TEST_00507,Common Kingfisher
TEST_00508,Sarus Crane
TEST_00509,Common Rosefinch
TEST_00510,Common Tailorbird
TEST_00511,Ruddy Shelduck
TEST_00512,Sarus Crane
TEST_00513,Common Tailorbird
TEST_00514,Indian Peacock
TEST_00515,White-Breasted Kingfisher
TEST_00516,Common Tailorbird
TEST_00517,Red-Wattled Lapwing
TEST_00518,Indian Grey Hornbill
TEST_00519,Ruddy Shelduck
TEST_00520,Common Tailorbird
TEST_00521,Common Tailorbird
TEST_00522,Jungle Babbler
TEST_00523,Common Tailorbird
TEST_00524,Ruddy Shelduck
TEST_00525,Ruddy Shelduck
TEST_00526,Common Rosefinch
TEST_00527,Jungle Babbler
TEST_00528,Common Kingfisher
TEST_00529,Brown-Headed Barbet
TEST_00530,Cattle Egret
TEST_00531,Ruddy Shelduck
TEST_00532,Rufous Treepie
TEST_00533,Sarus Crane
TEST_00534,Common Tailorbird
TEST_00535,Sarus Crane
TEST_00536,Ruddy Shelduck
TEST_00537,Indian Grey Hornbill
TEST_00538,Common Tailorbird
TEST_00539,Ruddy Shelduck
TEST_00540,White-Breasted Kingfisher
TEST_00541,Sarus Crane
TEST_00542,Common Tailorbird
TEST_00543,Cattle Egret
TEST_00544,Common Tailorbird
TEST_00545,Indian Peacock
TEST_00546,Common Tailorbird
TEST_00547,Common Rosefinch
TEST_00548,Coppersmith Barbet
TEST_00549,Indian Peacock
TEST_00550,Common Tailorbird
TEST_00551,Common Tailorbird
TEST_00552,Common Tailorbird
TEST_00553,Ruddy Shelduck
TEST_00554,Asian Green Bee-Eater
TEST_00555,Common Tailorbird
TEST_00556,Common Rosefinch
TEST_00557,Sarus Crane
TEST_00558,Jungle Babbler
TEST_00559,Ruddy Shelduck
TEST_00560,Common Tailorbird
TEST_00561,Brown-Headed Barbet
TEST_00562,Common Tailorbird
TEST_00563,Brown-Headed Barbet
TEST_00564,Sarus Crane
TEST_00565,Indian Peacock
TEST_00566,Ruddy Shelduck
TEST_00567,Jungle Babbler
TEST_00568,Common Tailorbird
TEST_00569,Common Tailorbird
TEST_00570,Sarus Crane
TEST_00571,Common Tailorbird
TEST_00572,Jungle Babbler
TEST_00573,Common Tailorbird
TEST_00574,Asian Green Bee-Eater
TEST_00575,Common Tailorbird
TEST_00576,Indian Peacock
TEST_00577,Ruddy Shelduck
TEST_00578,Coppersmith Barbet
TEST_00579,Common Tailorbird
TEST_00580,Asian Green Bee-Eater
TEST_00581,Ruddy Shelduck
TEST_00582,Jungle Babbler
TEST_00583,Brown-Headed Barbet
TEST_00584,Cattle Egret
TEST_00585,Indian Grey Hornbill
TEST_00586,Common Rosefinch
TEST_00587,Jungle Babbler
TEST_00588,Common Kingfisher
TEST_00589,Indian Grey Hornbill
TEST_00590,Hoopoe
TEST_00591,White-Breasted Waterhen
TEST_00592,Common Rosefinch
TEST_00593,Ruddy Shelduck
TEST_00594,Common Tailorbird
TEST_00595,Ruddy Shelduck
TEST_00596,Brown-Headed Barbet
TEST_00597,Brown-Headed Barbet
TEST_00598,Ruddy Shelduck
TEST_00599,Coppersmith Barbet
TEST_00600,Sarus Crane
TEST_00601,Common Tailorbird
TEST_00602,Common Tailorbird
TEST_00603,Common Rosefinch
TEST_00604,Cattle Egret
TEST_00605,Gray Wagtail
TEST_00606,Common Tailorbird
TEST_00607,Cattle Egret
TEST_00608,Jungle Babbler
TEST_00609,Ruddy Shelduck
TEST_00610,Ruddy Shelduck
TEST_00611,Cattle Egret
TEST_00612,Ruddy Shelduck
TEST_00613,Common Rosefinch
TEST_00614,Sarus Crane
TEST_00615,Common Tailorbird
TEST_00616,Indian Peacock
TEST_00617,Cattle Egret
TEST_00618,Asian Green Bee-Eater
TEST_00619,Ruddy Shelduck
TEST_00620,Ruddy Shelduck
TEST_00621,Ruddy Shelduck
TEST_00622,House Crow
TEST_00623,Common Myna
TEST_00624,Ruddy Shelduck
TEST_00625,Ruddy Shelduck
TEST_00626,Common Rosefinch
TEST_00627,Hoopoe
TEST_00628,House Crow
TEST_00629,Ruddy Shelduck
TEST_00630,Asian Green Bee-Eater
TEST_00631,Common Rosefinch
TEST_00632,Common Tailorbird
TEST_00633,Indian Grey Hornbill
TEST_00634,House Crow
TEST_00635,Common Tailorbird
TEST_00636,Jungle Babbler
TEST_00637,Jungle Babbler
TEST_00638,Indian Roller
TEST_00639,Common Tailorbird
TEST_00640,White-Breasted Kingfisher
TEST_00641,Cattle Egret
TEST_00642,Common Kingfisher
TEST_00643,White-Breasted Waterhen
TEST_00644,Jungle Babbler
TEST_00645,Brown-Headed Barbet
TEST_00646,Ruddy Shelduck
TEST_00647,Common Rosefinch
TEST_00648,White-Breasted Kingfisher
TEST_00649,Cattle Egret
TEST_00650,Asian Green Bee-Eater
TEST_00651,Common Rosefinch
TEST_00652,White-Breasted Waterhen
TEST_00653,Indian Grey Hornbill
TEST_00654,Common Rosefinch
TEST_00655,Ruddy Shelduck
TEST_00656,Ruddy Shelduck
TEST_00657,Common Tailorbird
TEST_00658,House Crow
TEST_00659,Cattle Egret
TEST_00660,Gray Wagtail
TEST_00661,House Crow
TEST_00662,Sarus Crane
TEST_00663,Asian Green Bee-Eater
TEST_00664,White-Breasted Kingfisher
TEST_00665,Indian Peacock
TEST_00666,Jungle Babbler
TEST_00667,Common Kingfisher
TEST_00668,Ruddy Shelduck
TEST_00669,Brown-Headed Barbet
TEST_00670,Jungle Babbler
TEST_00671,Common Kingfisher
TEST_00672,Sarus Crane
TEST_00673,Common Myna
TEST_00674,Indian Grey Hornbill
TEST_00675,Ruddy Shelduck
TEST_00676,Indian Peacock
TEST_00677,Common Kingfisher
TEST_00678,Cattle Egret
TEST_00679,Forest Wagtail
TEST_00680,Common Myna
TEST_00681,Common Tailorbird
TEST_00682,Ruddy Shelduck
TEST_00683,Sarus Crane
TEST_00684,Ruddy Shelduck
TEST_00685,House Crow
TEST_00686,Common Rosefinch
TEST_00687,Common Rosefinch
TEST_00688,Common Tailorbird
TEST_00689,Ruddy Shelduck
TEST_00690,White Wagtail
TEST_00691,Brown-Headed Barbet
TEST_00692,Ruddy Shelduck
TEST_00693,Cattle Egret
TEST_00694,Common Tailorbird
TEST_00695,Common Kingfisher
TEST_00696,Common Rosefinch
TEST_00697,Ruddy Shelduck
TEST_00698,Jungle Babbler
TEST_00699,Common Tailorbird
TEST_00700,Forest Wagtail
TEST_00701,Red-Wattled Lapwing
TEST_00702,Indian Grey Hornbill
TEST_00703,Ruddy Shelduck
TEST_00704,Common Rosefinch
TEST_00705,Common Tailorbird
TEST_00706,Common Tailorbird
TEST_00707,Common Tailorbird
TEST_00708,Common Tailorbird
TEST_00709,Common Rosefinch
TEST_00710,Common Rosefinch
TEST_00711,Cattle Egret
TEST_00712,Indian Grey Hornbill
TEST_00713,House Crow
TEST_00714,Common Rosefinch
TEST_00715,Common Tailorbird
TEST_00716,White-Breasted Waterhen
TEST_00717,Jungle Babbler
TEST_00718,Common Kingfisher
TEST_00719,Common Kingfisher
TEST_00720,Cattle Egret
TEST_00721,Common Rosefinch
TEST_00722,Common Tailorbird
TEST_00723,Common Rosefinch
TEST_00724,Cattle Egret
TEST_00725,Indian Grey Hornbill
TEST_00726,Sarus Crane
TEST_00727,Red-Wattled Lapwing
TEST_00728,Common Myna
TEST_00729,Indian Grey Hornbill
TEST_00730,Indian Grey Hornbill
TEST_00731,Sarus Crane
TEST_00732,Sarus Crane
TEST_00733,Common Myna
TEST_00734,Ruddy Shelduck
TEST_00735,Indian Peacock
TEST_00736,Forest Wagtail
TEST_00737,Common Myna
TEST_00738,Cattle Egret
TEST_00739,Common Tailorbird
TEST_00740,Ruddy Shelduck
TEST_00741,Coppersmith Barbet
TEST_00742,Common Rosefinch
TEST_00743,Common Tailorbird
TEST_00744,Common Kingfisher
TEST_00745,Common Tailorbird
TEST_00746,White-Breasted Kingfisher
TEST_00747,Common Tailorbird
TEST_00748,Jungle Babbler
TEST_00749,House Crow
TEST_00750,Ruddy Shelduck
TEST_00751,Hoopoe
TEST_00752,Ruddy Shelduck
TEST_00753,Ruddy Shelduck
TEST_00754,Ruddy Shelduck
TEST_00755,Common Myna
TEST_00756,Cattle Egret
TEST_00757,Ruddy Shelduck
TEST_00758,Common Rosefinch
TEST_00759,Sarus Crane
TEST_00760,Cattle Egret
TEST_00761,Common Rosefinch
TEST_00762,Ruddy Shelduck
TEST_00763,Jungle Babbler
TEST_00764,Brown-Headed Barbet
TEST_00765,White-Breasted Kingfisher
TEST_00766,Common Tailorbird
TEST_00767,Jungle Babbler
TEST_00768,Common Tailorbird
TEST_00769,Asian Green Bee-Eater
TEST_00770,White-Breasted Kingfisher
TEST_00771,Brown-Headed Barbet
TEST_00772,Red-Wattled Lapwing
TEST_00773,Ruddy Shelduck
TEST_00774,Brown-Headed Barbet
TEST_00775,Indian Peacock
TEST_00776,Jungle Babbler
TEST_00777,Gray Wagtail
TEST_00778,Jungle Babbler
TEST_00779,Common Tailorbird
TEST_00780,Common Rosefinch
TEST_00781,Jungle Babbler
TEST_00782,Indian Peacock
TEST_00783,Ruddy Shelduck
TEST_00784,Sarus Crane
TEST_00785,Common Tailorbird
TEST_00786,Ruddy Shelduck
TEST_00787,Ruddy Shelduck
TEST_00788,Red-Wattled Lapwing
TEST_00789,Sarus Crane
TEST_00790,Common Tailorbird
TEST_00791,Ruddy Shelduck
TEST_00792,Indian Grey Hornbill
TEST_00793,Ruddy Shelduck
TEST_00794,Common Tailorbird
TEST_00795,Ruddy Shelduck
TEST_00796,Ruddy Shelduck
TEST_00797,Ruddy Shelduck
TEST_00798,Hoopoe
TEST_00799,Common Tailorbird
TEST_00800,Common Tailorbird
TEST_00801,Common Tailorbird
TEST_00802,Common Tailorbird
TEST_00803,Common Kingfisher
TEST_00804,Common Myna
TEST_00805,Indian Peacock
TEST_00806,Ruddy Shelduck
TEST_00807,Red-Wattled Lapwing
TEST_00808,House Crow
TEST_00809,Common Rosefinch
TEST_00810,Common Tailorbird
TEST_00811,Ruddy Shelduck
TEST_00812,Cattle Egret
TEST_00813,Common Rosefinch
TEST_00814,Common Tailorbird
TEST_00815,Ruddy Shelduck
TEST_00816,Cattle Egret
TEST_00817,Common Rosefinch
TEST_00818,Common Kingfisher
TEST_00819,Jungle Babbler
TEST_00820,Common Tailorbird
TEST_00821,Indian Grey Hornbill
TEST_00822,Asian Green Bee-Eater
TEST_00823,Common Rosefinch
TEST_00824,Red-Wattled Lapwing
TEST_00825,Common Myna
TEST_00826,Cattle Egret
TEST_00827,Indian Peacock
TEST_00828,White Wagtail
TEST_00829,Common Tailorbird
TEST_00830,Common Tailorbird
TEST_00831,White-Breasted Kingfisher
TEST_00832,Ruddy Shelduck
TEST_00833,Common Rosefinch
TEST_00834,Ruddy Shelduck
TEST_00835,Common Myna
TEST_00836,Cattle Egret
TEST_00837,Jungle Babbler
TEST_00838,Ruddy Shelduck
TEST_00839,Cattle Egret
TEST_00840,Ruddy Shelduck
TEST_00841,White-Breasted Kingfisher
TEST_00842,Common Tailorbird
TEST_00843,Common Tailorbird
